date,id,transport,num
12-07-22,857771346,tram,19
12-07-22,1085705294,tram,11
12-07-22,1085705294,trol,b
12-07-22,397997798,bus,22
12-07-22,1448140527,bus,43
12-07-22,557840176,trol,21
12-07-22,1448140527,bus,158
12-07-22,1448140527,bus,37
12-07-22,1448140527,bus,137
12-07-22,1448140527,bus,5
12-07-22,464309928,trol,b
12-07-22,676348379,bus,43
12-07-22,748090824,trol,2
12-07-22,550011165,trol,7
12-07-22,767421111,bus,18
12-07-22,748090824,trol,2
12-07-22,748090824,bus,115
12-07-22,748090824,bus,149
12-07-22,748090824,bus,59
12-07-22,5054718297,bus,77
12-07-22,735754261,trol,a
12-07-22,715113431,trol,12
12-07-22,715113431,trol,12
12-07-22,794915872,bus,51
12-07-22,1997044125,bus,88
12-07-22,567547714,bus,86
12-07-22,735754261,trol,19
12-07-22,735754261,trol,19
12-07-22,364832762,trol,16
12-07-22,715113431,trol,12
12-07-22,286837460,bus,34
12-07-22,905324897,tram,18
12-07-22,740036729,bus,127
12-07-22,5242571861,trol,10
12-07-22,314882807,tram,1
12-07-22,394308663,bus,35
12-07-22,905324897,bus,125
12-07-22,373894759,bus,55
12-07-22,373894759,bus,107
12-07-22,415812599,bus,95
12-07-22,415812599,bus,95а
12-07-22,644540396,bus,136
12-07-22,1869604903,trol,b
12-07-22,413680055,trol,1
12-07-22,397997798,bus,21
12-07-22,787551631,bus,90
12-07-22,2106163068,bus,29
12-07-22,763063941,trol,6
12-07-22,482759917,trol,1
12-07-22,5176420978,bus,36
12-07-22,764971642,bus,64г
12-07-22,5182002955,bus,124а
12-07-22,1070295661,bus,39
12-07-22,242299354,bus,106
12-07-22,571685546,trol,21
12-07-22,242299354,trol,12
12-07-22,571685546,trol,16
12-07-22,242299354,tram,12
12-07-22,1246446476,bus,177
12-07-22,783760268,bus,82
12-07-22,571685546,bus,40
12-07-22,210321042,bus,51
12-07-22,805113313,bus,62
12-07-22,482591877,trol,b
12-07-22,437470898,bus,158
12-07-22,411195824,trol,b
12-07-22,411195824,trol,1
12-07-22,5552764344,bus,64г
12-07-22,1180888558,bus,108
12-07-22,305785157,bus,29
12-07-22,427967336,trol,6
12-07-22,344329971,trol,2
12-07-22,323468695,bus,22
12-07-22,5205896752,bus,77
12-07-22,5205896752,bus,141
12-07-22,378396244,bus,120
12-07-22,503059890,trol,1
12-07-22,503059890,trol,20
12-07-22,1107894776,tram,1
12-07-22,1107894776,tram,1
12-07-22,1246446476,bus,136
12-07-22,364832762,trol,a
12-07-22,1246446476,bus,124а
12-07-22,5316920042,trol,1
12-07-22,5316920042,trol,5
12-07-22,355185080,tram,11
12-07-22,5126393840,bus,9
12-07-22,547935646,bus,124а
12-07-22,5316920042,trol,1
12-07-22,1236467471,bus,155
12-07-22,301667364,bus,124а
12-07-22,1107894776,bus,38
12-07-22,5263324125,bus,155
12-07-22,459831120,bus,88
12-07-22,459831120,bus,62
12-07-22,399207925,bus,60
12-07-22,459831120,bus,146а
12-07-22,616230014,trol,2
12-07-22,616348956,tram,19
12-07-22,616348956,tram,19
12-07-22,1061988165,trol,16
12-07-22,556443783,bus,109
12-07-22,522092704,bus,101а
12-07-22,682258605,bus,92
12-07-22,1726083250,tram,18
12-07-22,472767930,trol,1
12-07-22,1726083250,tram,18
12-07-22,1745476627,bus,27
12-07-22,1984293299,bus,77
12-07-22,1406843513,bus,77
12-07-22,572755088,trol,2
12-07-22,979137985,trol,a
12-07-22,357508423,trol,12
12-07-22,790788948,bus,40
12-07-22,790788948,bus,109
12-07-22,791282769,bus,141
12-07-22,791282769,bus,9
12-07-22,440036669,bus,106
12-07-22,440036669,tram,11
12-07-22,301961749,bus,120
12-07-22,372423260,bus,101а
12-07-22,984232282,bus,155
12-07-22,338320871,bus,115
12-07-22,1115672881,bus,101а
12-07-22,1210333541,bus,136
12-07-22,408749705,tram,11
12-07-22,564439936,bus,23
12-07-22,564439936,tram,19
12-07-22,564439936,bus,124а
12-07-22,564439936,bus,125
12-07-22,405774992,trol,20
12-07-22,405774992,trol,3
12-07-22,405774992,trol,7
12-07-22,497092114,bus,124а
12-07-22,564439936,bus,101а
12-07-22,953719347,bus,55
12-07-22,953719347,bus,20
12-07-22,324838671,bus,106
12-07-22,953719347,bus,157а
12-07-22,801193020,bus,15
12-07-22,801193020,tram,1
12-07-22,801193020,bus,85
12-07-22,202796351,trol,20
12-07-22,202796351,bus,38
12-07-22,1006060761,bus,9
12-07-22,1525032315,bus,88
12-07-22,492484554,bus,125
12-07-22,5272976550,bus,92
12-07-22,492484554,tram,19
12-07-22,672939354,bus,155
12-07-22,1236467471,trol,b
12-07-22,672939354,bus,101а
12-07-22,672939354,bus,73
12-07-22,411866840,tram,1
12-07-22,1236467471,trol,b
12-07-22,610775850,bus,125
12-07-22,1018367126,trol,17
12-07-22,610775850,tram,19
12-07-22,1018367126,trol,20
12-07-22,1018367126,trol,20
12-07-22,1018367126,trol,7
12-07-22,1461836692,bus,38
12-07-22,1461836692,bus,88
12-07-22,1018367126,trol,15
12-07-22,1302931334,trol,17
12-07-22,1126249133,bus,39
12-07-22,698008736,bus,38
12-07-22,452223150,bus,107
12-07-22,461097379,bus,15
12-07-22,1278607766,bus,88
12-07-22,1278607766,trol,17
12-07-22,1278607766,trol,20
12-07-22,29764093,bus,115
12-07-22,29764093,bus,149
12-07-22,1278607766,trol,17
12-07-22,1278607766,trol,20
12-07-22,381212115,bus,113
12-07-22,381212115,trol,1
12-07-22,40885123,trol,10
12-07-22,40885123,trol,12
12-07-22,872363735,bus,56
12-07-22,433449256,trol,21
12-07-22,433449256,trol,21
12-07-22,591382918,bus,35
12-07-22,737604612,bus,106
12-07-22,572755088,bus,1
12-07-22,572755088,bus,2
12-07-22,572755088,bus,4
12-07-22,572755088,bus,5
12-07-22,572755088,bus,6
12-07-22,572755088,bus,7
12-07-22,572755088,bus,9
12-07-22,572755088,bus,10
12-07-22,572755088,bus,15
12-07-22,572755088,bus,18
12-07-22,572755088,bus,20
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,1
12-07-22,572755088,tram,1
12-07-22,572755088,bus,39
12-07-22,572755088,bus,58
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,92
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,141
12-07-22,1398764450,bus,77
12-07-22,1398764450,bus,1
12-07-22,1398764450,bus,151а
12-07-22,1398764450,bus,77
